index,lon,lat,alt,speed,sinr,rsrp,rsrq,cellLon,cellLat,cellFreq
60,7.49162522,51.44463335,278.60,0,-2.00,-108.00,-10.00,7.486161,51.441945,1815.000000
61,7.49162522,51.44463335,278.60,0,-2.00,-108.00,-10.00,7.486161,51.441945,1815.000000
62,7.49162522,51.44463335,278.60,0,-1.00,-108.00,-9.00,7.486161,51.441945,1815.000000
63,7.49162522,51.44463335,278.60,0,-1.00,-108.00,-9.00,7.486161,51.441945,1815.000000
64,7.49162522,51.44463335,278.60,0,-1.00,-108.00,-10.00,7.486161,51.441945,1815.000000
65,7.49162522,51.44463335,278.60,0,-1.00,-108.00,-10.00,7.486161,51.441945,1815.000000
66,7.49162522,51.44463335,278.60,0,-2.00,-108.00,-11.00,7.486161,51.441945,1815.000000
67,7.49162522,51.44463335,278.60,0,-2.00,-108.00,-11.00,7.486161,51.441945,1815.000000
68,7.49162522,51.44463335,278.60,0,-2.00,-107.00,-9.00,7.486161,51.441945,1815.000000
69,7.49162522,51.44463335,278.61,0,-2.00,-107.00,-9.00,7.486161,51.441945,1815.000000
70,7.49162522,51.44463335,278.61,0,-2.00,-108.00,-9.00,7.486161,51.441945,1815.000000
71,7.49162522,51.44463335,278.61,0,-2.00,-108.00,-9.00,7.486161,51.441945,1815.000000
72,7.49162522,51.44463335,278.61,0,-2.00,-107.00,-9.00,7.486161,51.441945,1815.000000
73,7.49162522,51.44463335,278.62,0,-2.00,-107.00,-9.00,7.486161,51.441945,1815.000000
74,7.49162522,51.44463335,278.62,0,-2.00,-107.00,-9.00,7.486161,51.441945,1815.000000
75,7.49162522,51.44463335,278.62,0,-3.00,-107.00,-9.00,7.486161,51.441945,1815.000000
76,7.49162522,51.44463335,278.63,0,-3.00,-107.00,-9.00,7.486161,51.441945,1815.000000
77,7.49162522,51.44463335,278.63,0,-2.00,-107.00,-9.00,7.486161,51.441945,1815.000000
78,7.49162522,51.44463335,278.63,0,-2.00,-107.00,-9.00,7.486161,51.441945,1815.000000
79,7.49162522,51.44463335,278.63,0,-1.00,-107.00,-9.00,7.486161,51.441945,1815.000000
80,7.49162522,51.44463335,278.63,0,-1.00,-107.00,-9.00,7.486161,51.441945,1815.000000
81,7.49162522,51.44463335,278.61,0,-1.00,-107.00,-9.00,7.486161,51.441945,1815.000000
82,7.49162522,51.44463335,278.59,0,-1.00,-107.00,-9.00,7.486161,51.441945,1815.000000
83,7.49170655,51.44460174,278.74,0,-1.00,-108.00,-10.00,7.486161,51.441945,1815.000000
84,7.49175166,51.44455220,279.24,0,-1.00,-108.00,-10.00,7.486161,51.441945,1815.000000
85,7.49176019,51.44450889,279.72,5.04,16.00,-95.00,-6.00,7.486161,51.441945,1815.000000
86,7.49171104,51.44443877,280.26,8.352,16.00,-95.00,-6.00,7.486161,51.441945,1815.000000
87,7.49165074,51.44436317,280.56,11.016,15.00,-93.00,-6.00,7.486161,51.441945,1815.000000
88,7.49157235,51.44430074,281.33,34.668,15.00,-93.00,-6.00,7.486161,51.441945,1815.000000
89,7.49148407,51.44423442,282.53,38.772,20.00,-89.00,-6.00,7.486161,51.441945,1815.000000
90,7.49138954,51.44415145,283.29,39.744,20.00,-89.00,-6.00,7.486161,51.441945,1815.000000
91,7.49127965,51.44405505,283.49,41.436,19.00,-85.00,-5.00,7.486161,51.441945,1815.000000
92,7.49116462,51.44395992,283.74,45.036,19.00,-85.00,-5.00,7.486161,51.441945,1815.000000
93,7.49104259,51.44385425,283.60,51.768,25.00,-73.00,-7.00,7.486161,51.441945,1815.000000
94,7.49092403,51.44373965,283.24,52.308,25.00,-73.00,-7.00,7.486161,51.441945,1815.000000
95,7.49080483,51.44362669,283.31,51.948,25.00,-73.00,-7.00,7.486161,51.441945,1815.000000
96,7.49068512,51.44352131,283.49,53.028,30.00,-70.00,-6.00,7.486161,51.441945,1815.000000
97,7.49056101,51.44341437,283.74,54.18,30.00,-70.00,-6.00,7.486161,51.441945,1815.000000
98,7.49042878,51.44330750,283.57,55.404,24.00,-88.00,-5.00,7.486161,51.441945,1815.000000
99,7.49029310,51.44319808,283.25,55.728,24.00,-88.00,-5.00,7.486161,51.441945,1815.000000
100,7.49015793,51.44308751,282.90,55.836,20.00,-91.00,-6.00,7.486161,51.441945,1815.000000
101,7.49002393,51.44297616,282.36,55.764,20.00,-91.00,-6.00,7.486161,51.441945,1815.000000
102,7.48989352,51.44286449,282.16,54.9,24.00,-87.00,-5.00,7.486161,51.441945,1815.000000
103,7.48976234,51.44275143,282.12,54.54,24.00,-87.00,-5.00,7.486161,51.441945,1815.000000
104,7.48963555,51.44263746,282.19,55.152,28.00,-75.00,-5.00,7.486161,51.441945,1815.000000
105,7.48951500,51.44252157,282.25,55.332,28.00,-75.00,-5.00,7.486161,51.441945,1815.000000
106,7.48938507,51.44240835,282.29,53.208,29.00,-72.00,-6.00,7.486161,51.441945,1815.000000
107,7.48925715,51.44229840,282.13,52.776,29.00,-72.00,-6.00,7.486161,51.441945,1815.000000
108,7.48911511,51.44218001,282.37,55.044,16.00,-76.00,-5.00,7.486161,51.441945,1815.000000
109,7.48896437,51.44206354,282.88,56.412,16.00,-76.00,-5.00,7.486161,51.441945,1815.000000
110,7.48881841,51.44195317,283.28,54.864,31.00,-63.00,-5.00,7.486161,51.441945,1815.000000
111,7.48866542,51.44184477,283.66,54.648,31.00,-63.00,-5.00,7.486161,51.441945,1815.000000
112,7.48851330,51.44175097,284.06,54.972,17.00,-64.00,-5.00,7.486161,51.441945,1815.000000
113,7.48835514,51.44166468,284.77,54.108,17.00,-64.00,-5.00,7.486161,51.441945,1815.000000
114,7.48819193,51.44158462,285.18,54.072,24.00,-71.00,-5.00,7.486161,51.441945,1815.000000
115,7.48800985,51.44150079,285.12,55.368,24.00,-71.00,-5.00,7.486161,51.441945,1815.000000
116,7.48783427,51.44141925,285.31,53.568,24.00,-71.00,-5.00,7.486161,51.441945,1815.000000
117,7.48763245,51.44132768,285.15,56.412,19.00,-76.00,-6.00,7.486161,51.441945,1815.000000
118,7.48744045,51.44124002,284.96,57.168,19.00,-76.00,-6.00,7.486161,51.441945,1815.000000
119,7.48723393,51.44114698,284.61,56.196,22.00,-83.00,-6.00,7.486161,51.441945,1815.000000
120,7.48706083,51.44107020,285.15,55.8,22.00,-83.00,-6.00,7.486161,51.441945,1815.000000
121,7.48689084,51.44099156,285.72,55.332,22.00,-86.00,-8.00,7.486161,51.441945,1815.000000
122,7.48670770,51.44090586,286.20,54.576,22.00,-86.00,-8.00,7.486161,51.441945,1815.000000
123,7.48654255,51.44083009,286.41,54.108,19.00,-86.00,-9.00,7.486161,51.441945,1815.000000
124,7.48636459,51.44075055,285.99,52.092,19.00,-86.00,-9.00,7.486161,51.441945,1815.000000
125,7.48618605,51.44066920,285.17,53.172,12.00,-81.00,-7.00,7.486161,51.441945,1815.000000
126,7.48602068,51.44058958,284.71,56.016,12.00,-81.00,-7.00,7.486161,51.441945,1815.000000
127,7.48584500,51.44050648,284.78,56.628,16.00,-80.00,-6.00,7.486161,51.441945,1815.000000
128,7.48566050,51.44042101,285.33,56.664,16.00,-80.00,-6.00,7.486161,51.441945,1815.000000
129,7.48547511,51.44033506,285.54,56.916,27.00,-77.00,-6.00,7.486161,51.441945,1815.000000
130,7.48529077,51.44024457,285.86,56.736,27.00,-77.00,-6.00,7.486161,51.441945,1815.000000
131,7.48510529,51.44015776,286.05,56.304,30.00,-75.00,-6.00,7.486161,51.441945,1815.000000
132,7.48474693,51.43998248,286.70,54.792,30.00,-75.00,-6.00,7.486161,51.441945,1815.000000
133,7.48474693,51.43998248,286.70,54.792,29.00,-72.00,-6.00,7.486161,51.441945,1815.000000
134,7.48457332,51.43989986,287.15,53.856,29.00,-72.00,-6.00,7.486161,51.441945,1815.000000
135,7.48439082,51.43981607,287.41,55.152,24.00,-69.00,-5.00,7.486161,51.441945,1815.000000
136,7.48422795,51.43973862,287.85,53.784,24.00,-69.00,-5.00,7.486161,51.441945,1815.000000
137,7.48405135,51.43965549,289.11,56.844,24.00,-69.00,-5.00,7.486161,51.441945,1815.000000
138,7.48385055,51.43956400,290.22,56.268,32.00,-72.00,-5.00,7.486161,51.441945,1815.000000
139,7.48368385,51.43948867,291.08,57.312,32.00,-72.00,-5.00,7.486161,51.441945,1815.000000
140,7.48348689,51.43940907,291.85,56.52,27.00,-74.00,-5.00,7.486161,51.441945,1815.000000
141,7.48327783,51.43932708,292.33,58.824,27.00,-74.00,-5.00,7.486161,51.441945,1815.000000
142,7.48307160,51.43924516,292.63,57.132,32.00,-79.00,-6.00,7.486161,51.441945,1815.000000
143,7.48285307,51.43916720,293.24,58.536,32.00,-79.00,-6.00,7.486161,51.441945,1815.000000
144,7.48264099,51.43909034,293.71,57.852,30.00,-81.00,-5.00,7.486161,51.441945,1815.000000
145,7.48242324,51.43902060,294.21,58.752,30.00,-81.00,-5.00,7.486161,51.441945,1815.000000
146,7.48221614,51.43895154,294.29,59.94,29.00,-85.00,-5.00,7.486161,51.441945,1815.000000
147,7.48202010,51.43888620,294.57,58.932,29.00,-85.00,-5.00,7.486161,51.441945,1815.000000
148,7.48182332,51.43881985,294.59,56.232,23.00,-92.00,-5.00,7.486161,51.441945,1815.000000
149,7.48160545,51.43874804,294.61,57.204,23.00,-92.00,-5.00,7.486161,51.441945,1815.000000
150,7.48120847,51.43861217,294.94,54.756,22.00,-93.00,-5.00,7.486161,51.441945,1815.000000
151,7.48120847,51.43861217,294.94,54.756,22.00,-93.00,-5.00,7.486161,51.441945,1815.000000
152,7.48102700,51.43855509,294.51,55.512,17.00,-94.00,-6.00,7.486161,51.441945,1815.000000
153,7.48082883,51.43848747,294.00,55.62,17.00,-94.00,-6.00,7.486161,51.441945,1815.000000
154,7.48062006,51.43841286,293.66,57.384,14.00,-97.00,-7.00,7.486161,51.441945,1815.000000
155,7.48041800,51.43834350,293.52,57.168,14.00,-97.00,-7.00,7.486161,51.441945,1815.000000
156,7.48020859,51.43827188,293.54,57.096,13.00,-102.00,-6.00,7.486161,51.441945,1815.000000
157,7.48000836,51.43820064,293.43,57.708,13.00,-102.00,-6.00,7.486161,51.441945,1815.000000
158,7.47980241,51.43812899,293.70,56.196,8.00,-103.00,-7.00,7.486161,51.441945,1815.000000
159,7.47957994,51.43805192,294.01,57.132,8.00,-103.00,-7.00,7.486161,51.441945,1815.000000
160,7.47938737,51.43798370,294.42,56.376,8.00,-103.00,-7.00,7.486161,51.441945,1815.000000
161,7.47918978,51.43791438,294.88,57.132,5.00,-104.00,-8.00,7.486161,51.441945,1815.000000
162,7.47901121,51.43785418,295.37,55.152,5.00,-104.00,-8.00,7.486161,51.441945,1815.000000
163,7.47879601,51.43778227,295.54,56.268,8.00,-104.00,-9.00,7.486161,51.441945,1815.000000
164,7.47858049,51.43770816,295.22,56.808,8.00,-104.00,-9.00,7.486161,51.441945,1815.000000
165,7.47836986,51.43763872,295.36,57.744,7.00,-105.00,-10.00,7.486161,51.441945,1815.000000
