,SINR,RSRP,RSRQ,Power
0,16.18,-75.44,-13.36,-55.42
1,16.18,-75.44,-13.36,-55.42
2,16.18,-75.44,-13.36,-55.42
3,16.18,-75.44,-13.36,-55.42
4,16.18,-75.44,-13.36,-55.42
5,16.18,-75.44,-13.36,-55.42
6,16.18,-75.44,-13.36,-55.42
7,16.18,-75.44,-13.36,-55.42
8,22.01,-70.0,-12.98,-49.67
9,22.01,-70.0,-12.98,-49.67
10,22.01,-70.0,-12.98,-49.67
11,22.01,-70.0,-12.98,-49.67
12,22.01,-70.0,-12.98,-49.67
13,22.01,-70.0,-12.98,-49.67
14,22.01,-70.0,-12.98,-49.67
15,22.01,-70.0,-12.98,-49.67
16,18.67,-69.9,-13.08,-49.58
17,18.67,-69.9,-13.08,-49.58
18,18.67,-69.9,-13.08,-49.58
19,18.67,-69.9,-13.08,-49.58
20,18.67,-69.9,-13.08,-49.58
21,18.67,-69.9,-13.08,-49.58
22,18.67,-69.9,-13.08,-49.58
23,18.67,-69.9,-13.08,-49.58
24,17.95,-72.83,-13.27,-52.71
25,17.95,-72.83,-13.27,-52.71
26,17.95,-72.83,-13.27,-52.71
27,17.95,-72.83,-13.27,-52.71
28,17.95,-72.83,-13.27,-52.71
29,17.95,-72.83,-13.27,-52.71
30,17.95,-72.83,-13.27,-52.71
31,17.95,-72.83,-13.27,-52.71
32,22.65,-70.94,-13.31,-49.74
33,22.65,-70.94,-13.31,-49.74
34,22.65,-70.94,-13.31,-49.74
35,22.65,-70.94,-13.31,-49.74
36,22.65,-70.94,-13.31,-49.74
37,22.65,-70.94,-13.31,-49.74
38,22.65,-70.94,-13.31,-49.74
39,22.65,-70.94,-13.31,-49.74
40,23.16,-70.64,-13.02,-49.89
41,23.16,-70.64,-13.02,-49.89
42,23.16,-70.64,-13.02,-49.89
43,23.16,-70.64,-13.02,-49.89
44,23.16,-70.64,-13.02,-49.89
45,23.16,-70.64,-13.02,-49.89
46,23.16,-70.64,-13.02,-49.89
47,23.16,-70.64,-13.02,-49.89
48,24.54,-69.71,-12.94,-49.47
49,24.54,-69.71,-12.94,-49.47
50,24.54,-69.71,-12.94,-49.47
51,24.54,-69.71,-12.94,-49.47
52,24.54,-69.71,-12.94,-49.47
53,24.54,-69.71,-12.94,-49.47
54,24.54,-69.71,-12.94,-49.47
55,24.54,-69.71,-12.94,-49.47
56,25.1,-69.47,-13.02,-49.23
57,25.1,-69.47,-13.02,-49.23
58,25.1,-69.47,-13.02,-49.23
59,25.1,-69.47,-13.02,-49.23
60,25.1,-69.47,-13.02,-49.23
61,25.1,-69.47,-13.02,-49.23
62,25.1,-69.47,-13.02,-49.23
63,25.1,-69.47,-13.02,-49.23
64,23.86,-70.08,-12.95,-50.13
65,23.86,-70.08,-12.95,-50.13
66,23.86,-70.08,-12.95,-50.13
67,23.86,-70.08,-12.95,-50.13
68,23.86,-70.08,-12.95,-50.13
69,23.86,-70.08,-12.95,-50.13
70,23.86,-70.08,-12.95,-50.13
71,23.86,-70.08,-12.95,-50.13
72,26.66,-70.06,-13.02,-49.78
73,26.66,-70.06,-13.02,-49.78
74,26.66,-70.06,-13.02,-49.78
75,26.66,-70.06,-13.02,-49.78
76,26.66,-70.06,-13.02,-49.78
77,26.66,-70.06,-13.02,-49.78
78,26.66,-70.06,-13.02,-49.78
79,26.66,-70.06,-13.02,-49.78
80,23.17,-71.65,-13.01,-51.69
81,23.17,-71.65,-13.01,-51.69
82,23.17,-71.65,-13.01,-51.69
83,23.17,-71.65,-13.01,-51.69
84,23.17,-71.65,-13.01,-51.69
85,23.17,-71.65,-13.01,-51.69
86,23.17,-71.65,-13.01,-51.69
87,23.17,-71.65,-13.01,-51.69
88,25.05,-68.03,-12.96,-48.04
89,25.05,-68.03,-12.96,-48.04
90,25.05,-68.03,-12.96,-48.04
91,25.05,-68.03,-12.96,-48.04
92,25.05,-68.03,-12.96,-48.04
93,25.05,-68.03,-12.96,-48.04
94,25.05,-68.03,-12.96,-48.04
95,25.05,-68.03,-12.96,-48.04
96,24.43,-68.64,-12.97,-48.53
97,24.43,-68.64,-12.97,-48.53
98,24.43,-68.64,-12.97,-48.53
99,24.43,-68.64,-12.97,-48.53
100,24.43,-68.64,-12.97,-48.53
101,24.43,-68.64,-12.97,-48.53
102,24.43,-68.64,-12.97,-48.53
103,24.43,-68.64,-12.97,-48.53
104,27.4,-66.91,-12.97,-46.49
105,27.4,-66.91,-12.97,-46.49
106,27.4,-66.91,-12.97,-46.49
107,27.4,-66.91,-12.97,-46.49
108,27.4,-66.91,-12.97,-46.49
109,27.4,-66.91,-12.97,-46.49
110,27.4,-66.91,-12.97,-46.49
111,27.4,-66.91,-12.97,-46.49
112,22.92,-69.6,-12.92,-49.37
113,22.92,-69.6,-12.92,-49.37
114,22.92,-69.6,-12.92,-49.37
115,22.92,-69.6,-12.92,-49.37
116,22.92,-69.6,-12.92,-49.37
117,22.92,-69.6,-12.92,-49.37
118,22.92,-69.6,-12.92,-49.37
119,22.92,-69.6,-12.92,-49.37
120,24.08,-67.78,-13.0,-47.39
121,24.08,-67.78,-13.0,-47.39
122,24.08,-67.78,-13.0,-47.39
123,24.08,-67.78,-13.0,-47.39
124,24.08,-67.78,-13.0,-47.39
125,24.08,-67.78,-13.0,-47.39
126,24.08,-67.78,-13.0,-47.39
127,24.08,-67.78,-13.0,-47.39
128,23.88,-67.68,-13.0,-47.36
129,23.88,-67.68,-13.0,-47.36
130,23.88,-67.68,-13.0,-47.36
131,23.88,-67.68,-13.0,-47.36
132,23.88,-67.68,-13.0,-47.36
133,23.88,-67.68,-13.0,-47.36
134,23.88,-67.68,-13.0,-47.36
135,23.88,-67.68,-13.0,-47.36
136,20.75,-68.55,-12.95,-48.48
137,20.75,-68.55,-12.95,-48.48
138,20.75,-68.55,-12.95,-48.48
139,20.75,-68.55,-12.95,-48.48
140,20.75,-68.55,-12.95,-48.48
141,20.75,-68.55,-12.95,-48.48
142,20.75,-68.55,-12.95,-48.48
143,20.75,-68.55,-12.95,-48.48
144,20.98,-67.53,-13.01,-47.45
145,20.98,-67.53,-13.01,-47.45
146,20.98,-67.53,-13.01,-47.45
147,20.98,-67.53,-13.01,-47.45
148,20.98,-67.53,-13.01,-47.45
149,20.98,-67.53,-13.01,-47.45
150,20.98,-67.53,-13.01,-47.45
151,20.98,-67.53,-13.01,-47.45
152,21.06,-66.06,-13.02,-45.98
153,21.06,-66.06,-13.02,-45.98
154,21.06,-66.06,-13.02,-45.98
155,21.06,-66.06,-13.02,-45.98
156,21.06,-66.06,-13.02,-45.98
157,21.06,-66.06,-13.02,-45.98
158,21.06,-66.06,-13.02,-45.98
159,21.06,-66.06,-13.02,-45.98
160,24.46,-65.53,-13.0,-45.32
161,24.46,-65.53,-13.0,-45.32
162,24.46,-65.53,-13.0,-45.32
163,24.46,-65.53,-13.0,-45.32
164,24.46,-65.53,-13.0,-45.32
165,24.46,-65.53,-13.0,-45.32
166,24.46,-65.53,-13.0,-45.32
167,24.46,-65.53,-13.0,-45.32
168,27.0,-64.23,-13.0,-43.98
169,27.0,-64.23,-13.0,-43.98
170,27.0,-64.23,-13.0,-43.98
171,27.0,-64.23,-13.0,-43.98
172,27.0,-64.23,-13.0,-43.98
173,27.0,-64.23,-13.0,-43.98
174,27.0,-64.23,-13.0,-43.98
175,27.0,-64.23,-13.0,-43.98
176,25.95,-66.48,-12.96,-46.4
177,25.95,-66.48,-12.96,-46.4
178,25.95,-66.48,-12.96,-46.4
179,25.95,-66.48,-12.96,-46.4
180,25.95,-66.48,-12.96,-46.4
181,25.95,-66.48,-12.96,-46.4
182,25.95,-66.48,-12.96,-46.4
183,25.95,-66.48,-12.96,-46.4
184,25.35,-65.51,-12.95,-45.65
185,25.35,-65.51,-12.95,-45.65
186,25.35,-65.51,-12.95,-45.65
187,25.35,-65.51,-12.95,-45.65
188,25.35,-65.51,-12.95,-45.65
189,25.35,-65.51,-12.95,-45.65
190,25.35,-65.51,-12.95,-45.65
191,25.35,-65.51,-12.95,-45.65
192,24.66,-66.23,-13.06,-45.9
193,24.66,-66.23,-13.06,-45.9
194,24.66,-66.23,-13.06,-45.9
195,24.66,-66.23,-13.06,-45.9
196,24.66,-66.23,-13.06,-45.9
197,24.66,-66.23,-13.06,-45.9
198,24.66,-66.23,-13.06,-45.9
199,24.66,-66.23,-13.06,-45.9
200,21.29,-68.23,-13.03,-48.04
201,21.29,-68.23,-13.03,-48.04
202,21.29,-68.23,-13.03,-48.04
203,21.29,-68.23,-13.03,-48.04
204,21.29,-68.23,-13.03,-48.04
205,21.29,-68.23,-13.03,-48.04
206,21.29,-68.23,-13.03,-48.04
207,21.29,-68.23,-13.03,-48.04
208,22.02,-67.27,-12.94,-47.2
209,22.02,-67.27,-12.94,-47.2
210,22.02,-67.27,-12.94,-47.2
211,22.02,-67.27,-12.94,-47.2
212,22.02,-67.27,-12.94,-47.2
213,22.02,-67.27,-12.94,-47.2
214,22.02,-67.27,-12.94,-47.2
215,22.02,-67.27,-12.94,-47.2
216,23.02,-66.02,-12.95,-45.74
217,23.02,-66.02,-12.95,-45.74
218,23.02,-66.02,-12.95,-45.74
219,23.02,-66.02,-12.95,-45.74
220,23.02,-66.02,-12.95,-45.74
221,23.02,-66.02,-12.95,-45.74
222,23.02,-66.02,-12.95,-45.74
223,23.02,-66.02,-12.95,-45.74
224,20.07,-67.96,-13.01,-48.11
225,20.07,-67.96,-13.01,-48.11
226,20.07,-67.96,-13.01,-48.11
227,20.07,-67.96,-13.01,-48.11
228,20.07,-67.96,-13.01,-48.11
229,20.07,-67.96,-13.01,-48.11
230,20.07,-67.96,-13.01,-48.11
231,20.07,-67.96,-13.01,-48.11
232,19.84,-69.59,-13.06,-49.14
233,19.84,-69.59,-13.06,-49.14
234,19.84,-69.59,-13.06,-49.14
235,19.84,-69.59,-13.06,-49.14
236,19.84,-69.59,-13.06,-49.14
237,19.84,-69.59,-13.06,-49.14
238,19.84,-69.59,-13.06,-49.14
239,19.84,-69.59,-13.06,-49.14
240,21.31,-69.69,-13.0,-49.77
241,21.31,-69.69,-13.0,-49.77
242,21.31,-69.69,-13.0,-49.77
243,21.31,-69.69,-13.0,-49.77
244,21.31,-69.69,-13.0,-49.77
245,21.31,-69.69,-13.0,-49.77
246,21.31,-69.69,-13.0,-49.77
247,21.31,-69.69,-13.0,-49.77
248,16.55,-76.9,-13.09,-56.27
249,16.55,-76.9,-13.09,-56.27
250,16.55,-76.9,-13.09,-56.27
251,16.55,-76.9,-13.09,-56.27
252,16.55,-76.9,-13.09,-56.27
253,16.55,-76.9,-13.09,-56.27
254,16.55,-76.9,-13.09,-56.27
255,16.55,-76.9,-13.09,-56.27
256,8.64,-84.9,-13.95,-63.36
257,8.64,-84.9,-13.95,-63.36
258,8.64,-84.9,-13.95,-63.36
259,8.64,-84.9,-13.95,-63.36
260,8.64,-84.9,-13.95,-63.36
261,8.64,-84.9,-13.95,-63.36
262,8.64,-84.9,-13.95,-63.36
263,8.64,-84.9,-13.95,-63.36
264,3.95,-90.9,-20.43,-65.96
265,22.26,-64.96,-12.96,-43.54
266,22.26,-64.96,-12.96,-43.54
267,22.26,-64.96,-12.96,-43.54
268,22.26,-64.96,-12.96,-43.54
269,22.26,-64.96,-12.96,-43.54
270,22.26,-64.96,-12.96,-43.54
271,22.26,-64.96,-12.96,-43.54
272,23.97,-67.44,-13.11,-45.87
273,23.97,-67.44,-13.11,-45.87
274,23.97,-67.44,-13.11,-45.87
275,23.97,-67.44,-13.11,-45.87
276,23.97,-67.44,-13.11,-45.87
277,23.97,-67.44,-13.11,-45.87
278,23.97,-67.44,-13.11,-45.87
279,23.97,-67.44,-13.11,-45.87
280,19.98,-67.37,-12.92,-46.37
281,19.98,-67.37,-12.92,-46.37
282,19.98,-67.37,-12.92,-46.37
283,19.98,-67.37,-12.92,-46.37
284,19.98,-67.37,-12.92,-46.37
285,19.98,-67.37,-12.92,-46.37
286,19.98,-67.37,-12.92,-46.37
287,19.98,-67.37,-12.92,-46.37
288,23.35,-66.4,-12.99,-45.87
289,23.35,-66.4,-12.99,-45.87
290,23.35,-66.4,-12.99,-45.87
291,23.35,-66.4,-12.99,-45.87
292,23.35,-66.4,-12.99,-45.87
293,23.35,-66.4,-12.99,-45.87
294,23.35,-66.4,-12.99,-45.87
295,23.35,-66.4,-12.99,-45.87
296,22.67,-68.73,-12.99,-47.82
297,22.67,-68.73,-12.99,-47.82
298,22.67,-68.73,-12.99,-47.82
299,22.67,-68.73,-12.99,-47.82
300,22.67,-68.73,-12.99,-47.82
301,22.67,-68.73,-12.99,-47.82
302,22.67,-68.73,-12.99,-47.82
303,22.67,-68.73,-12.99,-47.82
304,19.0,-71.06,-13.01,-50.99
305,19.0,-71.06,-13.01,-50.99
306,19.0,-71.06,-13.01,-50.99
307,19.0,-71.06,-13.01,-50.99
308,19.0,-71.06,-13.01,-50.99
309,19.0,-71.06,-13.01,-50.99
310,19.0,-71.06,-13.01,-50.99
311,19.0,-71.06,-13.01,-50.99
312,19.33,-72.43,-13.09,-51.68
313,19.33,-72.43,-13.09,-51.68
314,19.33,-72.43,-13.09,-51.68
315,19.33,-72.43,-13.09,-51.68
316,19.33,-72.43,-13.09,-51.68
317,19.33,-72.43,-13.09,-51.68
318,19.33,-72.43,-13.09,-51.68
319,19.33,-72.43,-13.09,-51.68
320,20.45,-70.86,-13.1,-50.17
321,20.45,-70.86,-13.1,-50.17
322,20.45,-70.86,-13.1,-50.17
323,20.45,-70.86,-13.1,-50.17
324,20.45,-70.86,-13.1,-50.17
325,20.45,-70.86,-13.1,-50.17
326,20.45,-70.86,-13.1,-50.17
327,20.45,-70.86,-13.1,-50.17
328,18.04,-71.17,-12.9,-50.68
329,18.04,-71.17,-12.9,-50.68
330,18.04,-71.17,-12.9,-50.68
331,18.04,-71.17,-12.9,-50.68
332,18.04,-71.17,-12.9,-50.68
333,18.04,-71.17,-12.9,-50.68
334,18.04,-71.17,-12.9,-50.68
335,18.04,-71.17,-12.9,-50.68
336,21.24,-70.76,-13.0,-49.8
337,21.24,-70.76,-13.0,-49.8
338,21.24,-70.76,-13.0,-49.8
339,21.24,-70.76,-13.0,-49.8
340,21.24,-70.76,-13.0,-49.8
341,21.24,-70.76,-13.0,-49.8
342,21.24,-70.76,-13.0,-49.8
343,21.24,-70.76,-13.0,-49.8
344,19.95,-69.6,-13.04,-49.04
345,19.95,-69.6,-13.04,-49.04
346,19.95,-69.6,-13.04,-49.04
347,19.95,-69.6,-13.04,-49.04
348,19.95,-69.6,-13.04,-49.04
349,19.95,-69.6,-13.04,-49.04
350,19.95,-69.6,-13.04,-49.04
351,19.95,-69.6,-13.04,-49.04
352,23.4,-68.64,-12.95,-48.2
353,23.4,-68.64,-12.95,-48.2
354,23.4,-68.64,-12.95,-48.2
355,23.4,-68.64,-12.95,-48.2
356,23.4,-68.64,-12.95,-48.2
357,23.4,-68.64,-12.95,-48.2
358,23.4,-68.64,-12.95,-48.2
359,23.4,-68.64,-12.95,-48.2
360,20.69,-70.66,-13.29,-50.02
361,20.69,-70.66,-13.29,-50.02
362,20.69,-70.66,-13.29,-50.02
363,20.69,-70.66,-13.29,-50.02
364,20.69,-70.66,-13.29,-50.02
365,20.69,-70.66,-13.29,-50.02
366,20.69,-70.66,-13.29,-50.02
367,20.69,-70.66,-13.29,-50.02
368,20.15,-72.38,-13.01,-51.97
369,20.15,-72.38,-13.01,-51.97
370,20.15,-72.38,-13.01,-51.97
371,20.15,-72.38,-13.01,-51.97
372,20.15,-72.38,-13.01,-51.97
373,20.15,-72.38,-13.01,-51.97
374,20.15,-72.38,-13.01,-51.97
375,20.15,-72.38,-13.01,-51.97
376,24.45,-69.95,-12.94,-49.48
377,24.45,-69.95,-12.94,-49.48
378,24.45,-69.95,-12.94,-49.48
379,24.45,-69.95,-12.94,-49.48
380,24.45,-69.95,-12.94,-49.48
381,24.45,-69.95,-12.94,-49.48
382,24.45,-69.95,-12.94,-49.48
383,24.45,-69.95,-12.94,-49.48
384,23.99,-72.5,-13.45,-51.29
385,23.99,-72.5,-13.45,-51.29
386,23.99,-72.5,-13.45,-51.29
387,23.99,-72.5,-13.45,-51.29
388,23.99,-72.5,-13.45,-51.29
389,23.99,-72.5,-13.45,-51.29
390,23.99,-72.5,-13.45,-51.29
391,23.99,-72.5,-13.45,-51.29
392,20.92,-75.26,-14.13,-53.52
393,20.92,-75.26,-14.13,-53.52
394,20.92,-75.26,-14.13,-53.52
395,20.92,-75.26,-14.13,-53.52
396,20.92,-75.26,-14.13,-53.52
397,20.92,-75.26,-14.13,-53.52
398,20.92,-75.26,-14.13,-53.52
399,20.92,-75.26,-14.13,-53.52
400,20.86,-72.8,-13.13,-52.34
401,20.86,-72.8,-13.13,-52.34
402,20.86,-72.8,-13.13,-52.34
403,20.86,-72.8,-13.13,-52.34
404,20.86,-72.8,-13.13,-52.34
405,20.86,-72.8,-13.13,-52.34
406,20.86,-72.8,-13.13,-52.34
407,20.86,-72.8,-13.13,-52.34
408,22.25,-71.79,-13.16,-50.56
409,22.25,-71.79,-13.16,-50.56
410,22.25,-71.79,-13.16,-50.56
411,22.25,-71.79,-13.16,-50.56
412,22.25,-71.79,-13.16,-50.56
413,22.25,-71.79,-13.16,-50.56
414,22.25,-71.79,-13.16,-50.56
415,22.25,-71.79,-13.16,-50.56
416,21.59,-73.21,-13.07,-52.47
417,21.59,-73.21,-13.07,-52.47
418,21.59,-73.21,-13.07,-52.47
419,21.59,-73.21,-13.07,-52.47
420,21.59,-73.21,-13.07,-52.47
421,21.59,-73.21,-13.07,-52.47
422,21.59,-73.21,-13.07,-52.47
423,21.59,-73.21,-13.07,-52.47
424,19.74,-77.04,-16.13,-53.46
425,19.74,-77.04,-16.13,-53.46
426,19.74,-77.04,-16.13,-53.46
427,19.74,-77.04,-16.13,-53.46
428,19.74,-77.04,-16.13,-53.46
429,19.74,-77.04,-16.13,-53.46
430,19.74,-77.04,-16.13,-53.46
431,19.74,-77.04,-16.13,-53.46
432,19.35,-76.84,-13.16,-55.47
433,19.35,-76.84,-13.16,-55.47
434,19.35,-76.84,-13.16,-55.47
435,19.35,-76.84,-13.16,-55.47
436,19.35,-76.84,-13.16,-55.47
437,19.35,-76.84,-13.16,-55.47
438,19.35,-76.84,-13.16,-55.47
439,19.35,-76.84,-13.16,-55.47
440,16.21,-78.2,-13.5,-57.6
441,16.21,-78.2,-13.5,-57.6
442,16.21,-78.2,-13.5,-57.6
443,16.21,-78.2,-13.5,-57.6
444,16.21,-78.2,-13.5,-57.6
445,16.21,-78.2,-13.5,-57.6
446,16.21,-78.2,-13.5,-57.6
447,16.21,-78.2,-13.5,-57.6
448,9.93,-78.99,-13.14,-58.22
449,9.93,-78.99,-13.14,-58.22
450,9.93,-78.99,-13.14,-58.22
451,9.93,-78.99,-13.14,-58.22
452,9.93,-78.99,-13.14,-58.22
453,9.93,-78.99,-13.14,-58.22
454,9.93,-78.99,-13.14,-58.22
455,9.93,-78.99,-13.14,-58.22
456,18.81,-73.17,-13.04,-52.67
457,18.81,-73.17,-13.04,-52.67
458,18.81,-73.17,-13.04,-52.67
459,18.81,-73.17,-13.04,-52.67
460,18.81,-73.17,-13.04,-52.67
461,18.81,-73.17,-13.04,-52.67
462,18.81,-73.17,-13.04,-52.67
463,18.81,-73.17,-13.04,-52.67
464,14.95,-78.61,-13.15,-58.09
465,14.95,-78.61,-13.15,-58.09
466,14.95,-78.61,-13.15,-58.09
467,14.95,-78.61,-13.15,-58.09
468,14.95,-78.61,-13.15,-58.09
469,14.95,-78.61,-13.15,-58.09
470,14.95,-78.61,-13.15,-58.09
471,14.95,-78.61,-13.15,-58.09
472,21.31,-75.15,-13.02,-54.31
473,21.31,-75.15,-13.02,-54.31
474,21.31,-75.15,-13.02,-54.31
475,21.31,-75.15,-13.02,-54.31
476,21.31,-75.15,-13.02,-54.31
477,21.31,-75.15,-13.02,-54.31
478,21.31,-75.15,-13.02,-54.31
479,21.31,-75.15,-13.02,-54.31
480,18.7,-73.33,-13.0,-52.69
481,18.7,-73.33,-13.0,-52.69
482,18.7,-73.33,-13.0,-52.69
483,18.7,-73.33,-13.0,-52.69
484,18.7,-73.33,-13.0,-52.69
485,18.7,-73.33,-13.0,-52.69
486,18.7,-73.33,-13.0,-52.69
487,18.7,-73.33,-13.0,-52.69
488,19.72,-68.43,-13.03,-47.24
489,19.72,-68.43,-13.03,-47.24
490,19.72,-68.43,-13.03,-47.24
491,19.72,-68.43,-13.03,-47.24
492,19.72,-68.43,-13.03,-47.24
493,19.72,-68.43,-13.03,-47.24
494,19.72,-68.43,-13.03,-47.24
495,19.72,-68.43,-13.03,-47.24
496,19.84,-73.61,-12.97,-52.45
497,19.84,-73.61,-12.97,-52.45
498,19.84,-73.61,-12.97,-52.45
499,19.84,-73.61,-12.97,-52.45
500,19.84,-73.61,-12.97,-52.45
501,19.84,-73.61,-12.97,-52.45
502,19.84,-73.61,-12.97,-52.45
503,19.84,-73.61,-12.97,-52.45
504,16.31,-78.68,-14.34,-55.83
505,16.31,-78.68,-14.34,-55.83
506,16.31,-78.68,-14.34,-55.83
507,16.31,-78.68,-14.34,-55.83
508,16.31,-78.68,-14.34,-55.83
509,16.31,-78.68,-14.34,-55.83
510,16.31,-78.68,-14.34,-55.83
511,16.31,-78.68,-14.34,-55.83
512,18.6,-73.19,-13.21,-52.31
513,18.6,-73.19,-13.21,-52.31
514,18.6,-73.19,-13.21,-52.31
515,18.6,-73.19,-13.21,-52.31
516,18.6,-73.19,-13.21,-52.31
517,18.6,-73.19,-13.21,-52.31
518,18.6,-73.19,-13.21,-52.31
519,18.6,-73.19,-13.21,-52.31
520,16.71,-74.75,-12.95,-53.34
521,16.71,-74.75,-12.95,-53.34
522,16.71,-74.75,-12.95,-53.34
523,16.71,-74.75,-12.95,-53.34
524,16.71,-74.75,-12.95,-53.34
525,16.71,-74.75,-12.95,-53.34
526,16.71,-74.75,-12.95,-53.34
527,16.71,-74.75,-12.95,-53.34
528,21.84,-64.92,-12.85,-43.92
529,21.84,-64.92,-12.85,-43.92
530,21.84,-64.92,-12.85,-43.92
531,21.84,-64.92,-12.85,-43.92
532,21.84,-64.92,-12.85,-43.92
533,21.84,-64.92,-12.85,-43.92
534,21.84,-64.92,-12.85,-43.92
535,21.84,-64.92,-12.85,-43.92
536,23.94,-68.21,-13.04,-46.59
537,23.94,-68.21,-13.04,-46.59
538,23.94,-68.21,-13.04,-46.59
539,23.94,-68.21,-13.04,-46.59
540,23.94,-68.21,-13.04,-46.59
541,23.94,-68.21,-13.04,-46.59
542,23.94,-68.21,-13.04,-46.59
543,23.94,-68.21,-13.04,-46.59
544,21.14,-69.7,-13.09,-48.82
545,21.14,-69.7,-13.09,-48.82
546,21.14,-69.7,-13.09,-48.82
547,21.14,-69.7,-13.09,-48.82
548,21.14,-69.7,-13.09,-48.82
549,21.14,-69.7,-13.09,-48.82
550,21.14,-69.7,-13.09,-48.82
551,21.14,-69.7,-13.09,-48.82
552,21.41,-68.64,-13.49,-48.05
553,21.41,-68.64,-13.49,-48.05
554,21.41,-68.64,-13.49,-48.05
555,21.41,-68.64,-13.49,-48.05
556,21.41,-68.64,-13.49,-48.05
557,21.41,-68.64,-13.49,-48.05
558,21.41,-68.64,-13.49,-48.05
559,21.41,-68.64,-13.49,-48.05
560,23.25,-70.41,-13.01,-49.86
561,23.25,-70.41,-13.01,-49.86
562,23.25,-70.41,-13.01,-49.86
563,23.25,-70.41,-13.01,-49.86
564,23.25,-70.41,-13.01,-49.86
565,23.25,-70.41,-13.01,-49.86
566,23.25,-70.41,-13.01,-49.86
567,23.25,-70.41,-13.01,-49.86
568,21.17,-72.58,-12.89,-51.98
569,21.17,-72.58,-12.89,-51.98
570,21.17,-72.58,-12.89,-51.98
571,21.17,-72.58,-12.89,-51.98
572,21.17,-72.58,-12.89,-51.98
573,21.17,-72.58,-12.89,-51.98
574,21.17,-72.58,-12.89,-51.98
575,21.17,-72.58,-12.89,-51.98
576,22.67,-71.15,-12.99,-50.33
577,22.67,-71.15,-12.99,-50.33
578,22.67,-71.15,-12.99,-50.33
579,22.67,-71.15,-12.99,-50.33
580,22.67,-71.15,-12.99,-50.33
581,22.67,-71.15,-12.99,-50.33
582,22.67,-71.15,-12.99,-50.33
583,22.67,-71.15,-12.99,-50.33
584,22.51,-70.09,-13.13,-49.06
585,22.51,-70.09,-13.13,-49.06
586,22.51,-70.09,-13.13,-49.06
587,22.51,-70.09,-13.13,-49.06
588,22.51,-70.09,-13.13,-49.06
589,22.51,-70.09,-13.13,-49.06
590,22.51,-70.09,-13.13,-49.06
591,22.51,-70.09,-13.13,-49.06
592,21.59,-71.7,-13.13,-50.39
593,21.59,-71.7,-13.13,-50.39
594,21.59,-71.7,-13.13,-50.39
595,21.59,-71.7,-13.13,-50.39
596,21.59,-71.7,-13.13,-50.39
597,21.59,-71.7,-13.13,-50.39
598,21.59,-71.7,-13.13,-50.39
599,21.59,-71.7,-13.13,-50.39
600,23.76,-69.99,-12.97,-49.02
601,23.76,-69.99,-12.97,-49.02
602,23.76,-69.99,-12.97,-49.02
603,23.76,-69.99,-12.97,-49.02
604,23.76,-69.99,-12.97,-49.02
605,23.76,-69.99,-12.97,-49.02
606,23.76,-69.99,-12.97,-49.02
607,23.76,-69.99,-12.97,-49.02
608,21.25,-70.01,-12.99,-49.27
609,21.25,-70.01,-12.99,-49.27
610,21.25,-70.01,-12.99,-49.27
611,21.25,-70.01,-12.99,-49.27
612,21.25,-70.01,-12.99,-49.27
613,21.25,-70.01,-12.99,-49.27
614,21.25,-70.01,-12.99,-49.27
615,21.25,-70.01,-12.99,-49.27
616,24.98,-68.96,-12.96,-48.32
617,24.98,-68.96,-12.96,-48.32
618,24.98,-68.96,-12.96,-48.32
619,24.98,-68.96,-12.96,-48.32
620,24.98,-68.96,-12.96,-48.32
621,24.98,-68.96,-12.96,-48.32
622,24.98,-68.96,-12.96,-48.32
623,24.98,-68.96,-12.96,-48.32
624,24.22,-66.46,-12.9,-45.8
625,24.22,-66.46,-12.9,-45.8
626,24.22,-66.46,-12.9,-45.8
627,24.22,-66.46,-12.9,-45.8
628,24.22,-66.46,-12.9,-45.8
629,24.22,-66.46,-12.9,-45.8
630,24.22,-66.46,-12.9,-45.8
631,24.22,-66.46,-12.9,-45.8
632,21.83,-67.97,-12.92,-47.41
633,21.83,-67.97,-12.92,-47.41
634,21.83,-67.97,-12.92,-47.41
635,21.83,-67.97,-12.92,-47.41
636,21.83,-67.97,-12.92,-47.41
637,21.83,-67.97,-12.92,-47.41
638,21.83,-67.97,-12.92,-47.41
639,21.83,-67.97,-12.92,-47.41
640,23.81,-67.16,-12.94,-46.61
641,23.81,-67.16,-12.94,-46.61
642,23.81,-67.16,-12.94,-46.61
643,23.81,-67.16,-12.94,-46.61
644,23.81,-67.16,-12.94,-46.61
645,23.81,-67.16,-12.94,-46.61
646,23.81,-67.16,-12.94,-46.61
647,23.81,-67.16,-12.94,-46.61
648,24.55,-68.8,-12.97,-48.44
649,24.55,-68.8,-12.97,-48.44
650,24.55,-68.8,-12.97,-48.44
651,24.55,-68.8,-12.97,-48.44
652,24.55,-68.8,-12.97,-48.44
653,24.55,-68.8,-12.97,-48.44
654,24.55,-68.8,-12.97,-48.44
655,24.55,-68.8,-12.97,-48.44
656,22.4,-69.89,-13.01,-48.8
657,22.4,-69.89,-13.01,-48.8
658,22.4,-69.89,-13.01,-48.8
659,22.4,-69.89,-13.01,-48.8
660,22.4,-69.89,-13.01,-48.8
661,22.4,-69.89,-13.01,-48.8
662,22.4,-69.89,-13.01,-48.8
663,22.4,-69.89,-13.01,-48.8
664,23.75,-65.55,-12.9,-44.97
